,Closest City name,Closest Country code,Latitude,Longitude,Temperature,Wind speed,Humidity,Cloudiness
468,alcaudete,es,37.59,-4.08,13.0,0.5,87.0,20.0
469,komatipoort,za,-25.43,31.95,20.16,1.26,96.0,12.0
470,rauma,fi,61.13,21.5,-2.0,6.2,92.0,92.0
471,nizhniy kuranakh,ru,58.84,125.49,-19.34,2.31,70.0,36.0
472,pandan,ph,11.72,122.09,26.16,7.81,100.0,56.0
473,zemio,cf,5.02,25.13,21.96,0.96,91.0,0.0
474,izhma,ru,65.01,53.91,-5.54,2.11,83.0,80.0
475,odiongan,ph,12.4,121.99,26.16,6.51,100.0,20.0
476,ponta pora,br,-22.54,-55.73,32.0,3.1,55.0,40.0
477,villamontes,bo,-21.26,-63.47,24.0,2.6,94.0,90.0
478,xifeng,cn,42.73,124.72,-2.39,1.11,92.0,76.0
479,kishi,ng,9.08,3.85,28.71,2.71,44.0,8.0
480,sitangkai,ph,4.66,119.39,28.46,2.26,100.0,0.0
481,traverse city,us,44.76,-85.62,-2.0,2.6,74.0,90.0
482,kargasok,ru,59.06,80.87,-17.44,2.46,74.0,12.0
483,hasaki,jp,35.73,140.83,5.0,0.5,100.0,0.0
485,rolla,us,37.95,-91.77,8.0,5.7,45.0,1.0
487,tema,gh,5.66,-0.01,29.0,7.7,79.0,20.0
489,lorengau,pg,-2.02,147.27,28.36,4.16,99.0,48.0
490,champerico,gt,14.3,-91.92,35.0,4.1,39.0,40.0
491,changji,cn,32.07,116.17,14.16,1.31,94.0,68.0
492,ngunguru,nz,-35.62,174.5,19.61,7.31,100.0,12.0
493,aykhal,ru,65.95,111.51,-32.99,1.21,40.0,0.0
494,hofn,is,64.25,-15.21,3.11,13.21,100.0,92.0
495,zhanaozen,kz,43.35,52.85,-6.49,3.51,78.0,0.0
496,kostomuksha,ru,64.59,30.6,-4.24,4.31,85.0,92.0
497,comodoro rivadavia,ar,-45.87,-67.48,19.0,12.3,37.0,0.0
498,san juan del sur,ni,11.25,-85.87,33.0,3.1,55.0,20.0
499,gorontalo,id,0.54,123.06,23.51,0.86,92.0,88.0
