,Closest City name,Closest Country code,Latitude,Longitude,Temperature,Wind speed,Humidity,Cloudiness
448,bongaree,au,-27.08,153.16,24.0,3.6,73.0,75.0
449,kapchorwa,ug,1.4,34.45,15.86,1.21,100.0,20.0
451,ashland,us,38.48,-82.64,2.0,4.1,80.0,90.0
452,planeta rica,co,8.41,-75.58,32.0,5.7,59.0,40.0
453,manger,no,60.64,5.04,2.56,1.16,99.0,8.0
454,laramie,us,41.31,-105.59,10.0,4.1,21.0,40.0
455,ontario,us,34.07,-117.65,23.0,5.7,88.0,90.0
457,huarmey,pe,-10.07,-78.15,24.66,1.51,54.0,36.0
458,yafran,ly,32.06,12.53,11.06,1.41,61.0,0.0
459,twin falls,us,42.57,-114.46,17.0,8.2,39.0,1.0
460,bartica,gy,6.41,-58.62,29.0,6.2,70.0,40.0
462,hithadhoo,mv,-0.6,73.08,28.66,1.86,100.0,56.0
463,paharpur,pk,32.1,70.97,14.76,1.51,94.0,44.0
465,fillan,no,63.6,8.98,2.0,4.6,100.0,75.0
466,luba,gq,3.46,8.55,26.0,2.6,88.0,20.0
467,phalaborwa,za,-23.95,31.14,21.41,2.66,85.0,20.0
468,thohoyandou,za,-22.97,30.46,21.46,1.91,79.0,0.0
469,northam,au,-31.65,116.67,23.0,2.1,78.0,0.0
470,nampula,mz,-15.12,39.26,24.0,1.16,94.0,75.0
471,camingawan,ph,9.86,122.88,23.56,3.81,88.0,48.0
473,fenelon falls,ca,44.54,-78.74,0.0,3.6,76.0,90.0
474,uri,in,34.09,74.03,2.46,0.81,100.0,92.0
475,oildale,us,35.42,-119.02,22.0,7.7,67.0,90.0
476,bristol,us,36.59,-82.19,5.0,6.7,48.0,90.0
477,akhtyrskiy,ru,44.84,38.3,4.61,5.01,76.0,64.0
478,dogondoutchi,ne,13.64,4.03,24.06,2.36,35.0,0.0
479,nieuw nickerie,sr,5.94,-56.99,27.31,6.71,91.0,36.0
480,northampton,us,40.69,-75.49,3.0,4.6,51.0,90.0
481,vao,nc,-22.67,167.48,26.66,10.16,96.0,92.0
482,nicoya,cr,10.15,-85.45,34.0,8.2,44.0,20.0
483,winnemucca,us,40.97,-117.74,19.0,7.2,29.0,20.0
484,lofthus,no,59.95,10.8,0.0,4.1,77.0,0.0
485,lima,pe,-12.06,-77.04,22.51,1.11,57.0,36.0
486,dois corregos,br,-22.37,-48.38,33.46,1.36,40.0,20.0
488,watertown,us,44.9,-97.12,1.0,2.1,47.0,1.0
489,hihya,eg,30.67,31.59,21.0,5.1,43.0,0.0
490,curuguaty,py,-24.47,-55.69,30.71,0.86,77.0,32.0
491,jacksonville beach,us,30.29,-81.39,18.0,3.1,50.0,1.0
492,tadotsu,jp,34.27,133.75,8.0,4.6,81.0,20.0
494,potsdam,us,39.96,-84.42,2.0,7.2,100.0,75.0
495,pyaozerskiy,ru,65.83,31.17,-6.44,5.26,80.0,92.0
496,buritama,br,-21.07,-50.14,32.71,1.81,48.0,44.0
497,lambare,py,-25.35,-57.61,32.0,2.1,66.0,75.0
498,gagra,ge,43.29,40.27,12.0,3.0,58.0,88.0
499,jamestown,sh,-15.94,-5.72,23.81,6.71,100.0,32.0
